name,size_bytes,currency,price,review_count,rating,content_rating,primary_genre
Hotspot Shield Free VPN Proxy & Wi-Fi Privacy,72476672,USD,0,32499,4.5,4+,Productivity
Racing Penguin Free - Top Flying and Diving Game,79857664,USD,0,141224,4.5,4+,Games
"Fitness Buddy+ Gym Workout Exercise, Home Trainer",224675840,USD,2.99,10386,4.5,4+,Health & Fitness
LINE,212208640,USD,0,11437,3.5,4+,Social Networking
驴妈妈旅游-订景点门票机票火车票特价酒店,145368064,USD,0,30,5,4+,Travel
Calculator for iPad Free.,48484352,USD,0,4021,4.5,4+,Utilities
NOAA Hurricane Center HD,8093696,USD,1.99,43,3.5,4+,Weather
Jesus Calling Devotional by Sarah Young,125770752,USD,9.99,1685,2.5,4+,Book
ADP Mobile Solutions,53805056,USD,0,8324,4,4+,Business
Daily Audio Bible App,13282304,USD,0.99,796,5,4+,Lifestyle
Scribblenauts Remix,209452032,USD,0.99,86127,4.5,9+,Games
QQ,218936320,USD,0,9109,3,12+,Social Networking
Talking Tom & Ben News for iPad,55250944,USD,0,20988,4,4+,Entertainment
Calc for Loan,880640,USD,3.99,0,0,4+,Finance
LOVOO - Dating Chat,85049344,USD,0,1985,4.5,17+,Social Networking
爱奇艺PPS -《欢乐颂2》电视剧热播,224617472,USD,0,14844,4,17+,Entertainment
当当-正品秒杀，首单立减5元,130363392,USD,0,65,3,4+,Shopping
Phoenix HD,92713984,USD,0,13106,4.5,9+,Games
Zaim,118128640,USD,0,44,4,4+,Finance
MailShot Pro- Group Email Done Right!,9162752,USD,3.99,425,4.5,4+,Productivity
Human Anatomy Atlas – 3D Anatomical Model of the Human Body,1312071680,USD,24.99,1298,4.5,12+,Medical
欢乐斗地主•腾讯,214474752,USD,0,403,3.5,17+,Games
Virtual Villagers 5: New Believers,36301672,USD,0.99,309,4,9+,Games
FINAL FANTASY TACTICS: THE WAR OF THE LIONS,507508522,USD,13.99,5180,4.5,9+,Games
自転車ナビ by NAVITIME(ナビタイム) - 自転車のナビができるアプリ,48708608,USD,0,0,0,4+,Navigation
Reckless Getaway,123644928,USD,0.99,18259,4.5,12+,Games
Snapchat,203038720,USD,0,323905,2.5,12+,Photo & Video
途牛旅游-订机票酒店，查旅行景点门票,161202176,USD,0,51,4.5,17+,Travel
"PDF Converter - Convert Documents, Photos to PDF",55156736,USD,4.99,1294,4.5,4+,Business
Auto Palmistry,51680256,USD,0,5,3,4+,Entertainment
Muffin Knight,214679552,USD,0.99,9302,4.5,9+,Games
Infinity Blade II,1344401408,USD,0.99,153588,4.5,12+,Games
Quick Scan Pro - Barcode Scanner. Deal Finder. Money Saver.,24059904,USD,0.99,3837,4.5,4+,Productivity
Sprinkle: Water splashing fire fighting fun!,34025472,USD,1.99,10509,4.5,4+,Games
Lock Photos & Video.s Vault - Passcode Protect Your Secret Photo Album & Secure Private Picture.s Folders,14741504,USD,2.99,4697,4.5,4+,Photo & Video
Truecaller - Spam Identification & Block,84406272,USD,0,27791,4.5,4+,Utilities
"MOMO陌陌-开启视频社交,用直播分享生活",156017664,USD,0,1862,4,17+,Social Networking
Couch to 5K® - Running App and Training Coach,95468544,USD,2.99,3820,4.5,4+,Health & Fitness
Pic Collage - Picture Editor & Photo Collage Maker,109210624,USD,0,123433,5,12+,Photo & Video
Where's My Water?,90853376,USD,1.99,131656,4.5,4+,Games
United Airlines,140942336,USD,0,5748,2.5,4+,Travel
Dictionary.com Premium Dictionary & Thesaurus for iPad,162652160,USD,4.99,4922,4.5,4+,Reference
Cut the Rope: Experiments,124532736,USD,0.99,63272,4.5,4+,Games
The Singing Machine Mobile Karaoke App,32770048,USD,0,130,2.5,12+,Music
ibis Paint X - speed painting,40980480,USD,0,1933,4.5,12+,Entertainment
VIBO RealMassager,4009984,USD,0,6,3,4+,Health & Fitness
Peggle Classic HD,179580928,USD,0.99,3912,4.5,4+,Games
Monkey Math School Sunshine,235767808,USD,1.99,1092,4,4+,Games
Conservative Talk Radio,13180928,USD,2.99,2436,4.5,9+,News
Azuki Wave,21263360,USD,1.99,14,4,4+,Entertainment
蘑菇街-网红直播搭配的购物特卖平台,144661504,USD,0,558,5,17+,Shopping
百度地图-智能的手机导航，公交地铁出行必备,213586944,USD,0,1014,4,17+,Navigation
"Smilebox Moments - Collages, Stickers, Filters, Frames & Animations",25620480,USD,0.99,4510,4.5,4+,Photo & Video
Gangstar Rio: City of Saints,1820196864,USD,6.99,14724,4.5,17+,Games
去哪儿旅行HD-总有你要的低价,2706432,USD,0,85,3.5,4+,Travel
咕咚-你的跑步骑行运动社区,141333504,USD,0,160,4.5,17+,Health & Fitness
Photon Flash Player for iPhone - Flash Video & Games plus Private Web Browser,35683328,USD,3.99,4676,4,17+,Utilities
Knots 3D,75027456,USD,1.99,3196,5,4+,Reference
Sight Recover 3D,22749184,USD,0.99,1,1,4+,Health & Fitness
Kazehakase fu-ring bank - Tokoname & Nanbu,22928546,USD,1.99,0,0,4+,Entertainment
飞猪,148888576,USD,0,154,4,17+,Travel
QQ HD,118249472,USD,0,5058,3.5,4+,Social Networking
Bon Appetit,21647360,USD,0,750,3.5,4+,Food & Drink
Skins Pro Creator for Minecraft,25740288,USD,1.99,7943,4.5,4+,Utilities
Flick Home Run !,27196416,USD,0.99,98851,4.5,4+,Games
STEINS;GATE,1551412224,USD,24.99,16,4,12+,Games
Sonic CD,197306368,USD,0,16358,4,4+,Games
Messenger,275729408,USD,0,351466,3,4+,Social Networking
Zombieville USA 2,175780864,USD,0.99,79683,4.5,12+,Games
F18 Carrier Landing,168557568,USD,5.99,4656,4.5,4+,Games
Flick Champions HD,117258240,USD,1.99,7289,4.5,4+,Games
Programme TV Télé Loisirs,81083392,USD,0,23,3.5,12+,Entertainment
White Tiles 2 : Piano Master ( Don't Hit The White Tiles 4 ) - Free Music Game,31578112,USD,0,60,4,4+,Games
Flashlight ◎,37967872,USD,0,24744,4.5,4+,Business
Real Steel,968384512,USD,0.99,24880,4.5,9+,Games
Pinball Arcade Plus,111875072,USD,0.99,3716,4,9+,Games
QQ游戏大厅HD,20161086,USD,0,338,3.5,4+,Entertainment
Doodle Jump FREE - BE WARNED: Insanely addictive,63676416,USD,0,28153,4,4+,Games
Pearson eText for Schools,21083136,USD,0,609,2.5,4+,Education
Jetpack Joyride,108813312,USD,0,405647,4.5,9+,Games
FotoRus -Camera & Photo Editor & Pic Collage Maker,119500800,USD,0,32558,5,4+,Photo & Video
Catholic Bible,103469056,USD,1.99,999,4.5,4+,Reference
Doodle Jump HD,164236288,USD,2.99,8580,4.5,4+,Games
ASOS,141503488,USD,0,9725,5,4+,Shopping
"NOAA Hi-Def Radar Pro -  Storm Warnings, Hurricane Tracker & Weather Forecast",27500544,USD,1.99,15809,5,4+,Weather
eHarmony™ Dating App - Meet Singles,102413312,USD,0,11124,2.5,17+,Social Networking
腾讯视频-欢乐颂2全网首播,112337920,USD,0,613,4,17+,Entertainment
Calculator ∞,80345088,USD,2.99,1138,4.5,4+,Education
搜狐视频-欢乐颂2 全网首播,109425664,USD,0,774,4.5,17+,Entertainment
"Abby Monkey® Basic Skills: Preschool and Kindergarten Kids Educational Early Learning Adventure Games.▫ TeachMe Counting, Colors, Alphabet, Math, Numbers, Shapes Sorting, Patterns, Puzzles, Learn to Read Letters for Toddler Children",71766016,USD,2.99,358,3.5,4+,Games
唯品会 HD 全球精选，正品特卖,106416128,USD,0,68,4,17+,Shopping
Top Eleven 2017 - Be a Soccer Manager,144414720,USD,0,14104,4.5,4+,Games
Machinarium,258739200,USD,4.99,7919,4.5,12+,Games
Tenuto,13062144,USD,3.99,562,5,4+,Music
STREET FIGHTER II COLLECTION,196291794,USD,3.99,242,4,12+,Games
Twitch,79983616,USD,0,109549,4.5,12+,Entertainment
Watch TNT,138006528,USD,0,6856,2,17+,Entertainment
Kids Doodle - Movie Kids Color & Draw,21745664,USD,0,8025,4.5,4+,Games
Written Legends: Nightmare at Sea HD (Full),248307057,USD,4.99,234,4.5,9+,Games
"Drum Beats+ (Rhythm Metronome, Loops & Grooves Machine)",385908736,USD,3.99,879,4.5,4+,Music
Real Fishing 3D,184315904,USD,1.99,880,3.5,4+,Games
Trello,140944384,USD,0,2793,4.5,4+,Productivity
高德地图（精准专业的手机地图）,166025216,USD,0,1040,4.5,4+,Navigation
广东移动手机营业厅-话费流量一手掌握，专属优惠定期发放,30503936,USD,0,33,3.5,17+,Utilities
Puppet Pals HD Director's Pass,103233536,USD,3.99,54,4,4+,Education
Fisheye Lens - Retro Style Fisheye Camera,7671808,USD,1.99,2485,4.5,4+,Photo & Video
Waking Mars,337177600,USD,4.99,2101,4.5,9+,Games
Fitbit,132913152,USD,0,90496,4,4+,Health & Fitness
Watch TBS,109416448,USD,0,4050,2,12+,Entertainment
twinkle,17612800,USD,2.99,5,4,17+,Entertainment
HISTORY Here,23040000,USD,0,685,4,4+,Travel
The Official DVSA Theory Test Kit for Car Drivers,403332096,USD,4.99,0,0,4+,Education
Meitu HD,107525120,USD,0,2150,4.5,4+,Photo & Video
Railway Route Search,46950400,USD,0,5,3,4+,Navigation
PINK Nation,86456320,USD,0,49816,4.5,12+,Lifestyle
Ricky Carmichael's Motocross Matchup Pro,170055680,USD,0.99,4498,4,4+,Games
"Phonics Island • Early Reading, Spelling & Tracing Montessori Preschool and Kindergarten Kids Learning Adventure Games by Abby Monkey® Alphabet and Letter Sounds Reader",61427712,USD,2.99,199,3.5,4+,Education
LotteryHUB,47699968,USD,0,2417,3,12+,News
Infinite Campus Mobile Portal,28331008,USD,0,2286,2.5,4+,Education
"Perfect Image - Pic Collage Maker, Add Text to Photo, Cool Picture Editor",77390848,USD,0,1646,4.5,4+,Photo & Video
NHL,160124928,USD,0,15554,3.5,4+,Sports
Cronometer,17243136,USD,2.99,210,3,4+,Health & Fitness
Zen Pinball,68499456,USD,0,6534,4.5,9+,Games
Green Kitchen – healthy vegetarian recipes,407632896,USD,3.99,311,4.5,4+,Food & Drink
HB2 PLUS,56817664,USD,0.99,54073,5,4+,Games
The Sims™ FreePlay,695603200,USD,0,446880,4.5,12+,Games
"百度糯米-电影,美食团购",127980544,USD,0,383,4.5,17+,Lifestyle
Mathway - Math Problem Solver,94260224,USD,0,1854,3.5,4+,Education
Elmo Calls,87581696,USD,1.99,1915,4,4+,Games
"AEO|Aerie: Jeans, Dresses, Swimsuits & Bralettes",64024576,USD,0,6408,4,4+,Shopping
Loopy HD,26399744,USD,3.99,561,4,4+,Music
Best Hunting Times,6603776,USD,2.99,123,4,4+,Weather
SamCard Pro-card reader&business card scanner&ocr,21118976,USD,5.99,875,4.5,4+,Business
Daily Classifieds for iPhone,93220864,USD,0.99,7973,4,17+,News
Runtastic Road Bike GPS Cycling Route Tracker PRO,57786368,USD,4.99,3800,4.5,4+,Health & Fitness
Tasty Planet: Back for Seconds,31039488,USD,2.99,264,4.5,9+,Games
Tasty Planet: Back for Seconds HD,29511680,USD,4.99,135,4.5,9+,Games
Scanner911 HD Police Radio Pro,4348875,USD,3.99,204,4,12+,News
OfferUp - Buy. Sell. Simple.,73138176,USD,0,57348,4.5,4+,Shopping
随手记专业版 for  iPad,32996352,USD,0.99,240,4.5,4+,Finance
HP All-in-One Printer Remote,60647424,USD,0,9819,4.5,4+,Productivity
"Adobe Acrobat Reader: View, Create, & Convert PDFs",81007616,USD,0,20069,4,4+,Business
飞常准Pro-全球航班查询机票酒店预订,94053376,USD,0.99,132,4,17+,Travel
MEGA MAN X,90374144,USD,4.99,3099,4.5,4+,Games
CSR Racing,524803072,USD,0,677247,4.5,4+,Games
Riptide GP,41246720,USD,0.99,3883,4,4+,Games
Math Practice - Integers,2598912,USD,0.99,11,4,4+,Education
Khan Academy: you can learn anything,162706432,USD,0,5459,4,4+,Education
Bejeweled Blitz,91591680,USD,0,221002,4,4+,Games
Lloyds Bank Mobile Banking,104023040,USD,0,17,4.5,4+,Finance
Sleepy Hollow: Mystery Legends HD (Full),375949016,USD,4.99,168,4,9+,Games
Poshmark: Buy & Sell Fashion,58299392,USD,0,18035,4.5,4+,Shopping
Secret Calculator Pro - Hide photos & videos,14578688,USD,1.99,2504,4.5,4+,Photo & Video
Call of Duty: Black Ops Zombies,880267264,USD,6.99,116601,4.5,17+,Games
Infinite Flight - Flight Simulator,114197504,USD,4.99,7100,4.5,4+,Games
YouNow: Live Stream Video Chat,91615232,USD,0,12079,3.5,12+,Social Networking
Bandsintown Concerts,80923648,USD,0,30845,4.5,4+,Music
Reiner Knizia's Tigris & Euphrates,54852324,USD,4.99,1777,4.5,4+,Games
Coach's Eye - Video Analysis,81444864,USD,4.99,2676,4.5,4+,Sports
"Kohl's App: Scan, Shop, Pay and Save!",98870272,USD,0,7174,4,4+,Shopping
Mystic Diary: Haunted Island HD (Full),113278913,USD,4.99,76,4,9+,Games
Trial Xtreme 2,158416896,USD,2.99,2254,4.5,4+,Games
Infect Them All : Vampires,52539392,USD,0.99,826,5,12+,Games
Puffin Web Browser,66607104,USD,0,11677,4,17+,Utilities
Royal Trouble: Hidden Adventures HD (Full),285982720,USD,6.99,1690,4.5,4+,Games
QQ邮箱,110243840,USD,0,281,3.5,4+,Utilities
Haunted Halloween Escape,15481361,USD,0,11945,4.5,12+,Games
Sleep application,36523008,USD,0.99,21,4.5,4+,Health & Fitness
Jurassic Park: The Game 1 HD,509022208,USD,2.99,1483,4,12+,Games
planetarian - Dream of Little Star -,177553408,USD,3.99,78,5,12+,Book
The Price is Right™ Decades,310633804,USD,0.99,7693,4,4+,Games
Kids A-Z,100699136,USD,0,2887,3.5,4+,Education
Timeshare+,3530752,USD,1.99,1,5,4+,Finance
BTN2Go,134715392,USD,0,1628,2,4+,Sports
N.O.V.A. 3 - Near Orbit Vanguard Alliance,1984958464,USD,6.99,13503,4.5,17+,Games
FEMA,8147968,USD,0,128,3,4+,Weather
"My Macros+ Diet, Weight and Calorie Tracker",75580416,USD,2.99,2334,4.5,4+,Health & Fitness
Night Sky,596499456,USD,0,12122,4.5,4+,Reference
Notion,223332352,USD,14.99,929,4,4+,Music
同程旅游-中国汽车票自助周边游海外跟团订票,160900096,USD,0,57,4,4+,Travel
Perfect365 - Custom makeup designs and beauty tips,143038464,USD,0,19540,4.5,4+,Lifestyle
"Photo Lab PRO HD: frames for pictures, face sketch",101117952,USD,4.99,10754,4.5,12+,Photo & Video
Midway Arcade,120819712,USD,0.99,7639,4,12+,Games
A Charlie Brown Christmas + iMessage Sticker Pack!,121874432,USD,5.99,6420,4.5,4+,Book
SPI言語 【Study Pro】,4759552,USD,2.99,0,0,4+,Education
Toca Kitchen,61840384,USD,2.99,3686,4,4+,Education
Alarm Clock HD Free - Digital Alarm Clock Display,82529280,USD,0,54496,4.5,4+,Utilities
Cougar Dating & Life Style App for Mature Women,109448192,USD,0,213,4.5,17+,Social Networking
iDoceo - teacher's assistant gradebook and planner,112567296,USD,11.99,768,4.5,4+,Education
"Etsy: Shop Handmade, Vintage & Creative Goods",120922112,USD,0,30434,4.5,4+,Shopping
Microsoft OneDrive – File & photo cloud storage,207656960,USD,0,12797,4,4+,Productivity
Socrative Student,885760,USD,0,581,3,4+,Education
Bubble Mags,20885504,USD,0.99,49,4.5,4+,Games
Train Drive ATS,124789760,USD,3.99,233,4.5,4+,Games
百度贴吧-全球最大兴趣交友社区,123991040,USD,0,2860,4,17+,Social Networking
Merriam-Webster Dictionary & Thesaurus,148458496,USD,4.99,2843,4.5,4+,Reference
NCAA Sports,39018496,USD,0,636,2,4+,Sports
Rebuild,63201280,USD,2.99,4095,4.5,12+,Games
"Chefkoch - Rezepte, Kochen, Backen & Kochbuch",34652160,USD,0,20,4,12+,Food & Drink
Handy Art Reference Tool,141081600,USD,1.99,250,4.5,4+,Education
Runtastic Mountain Bike Ride & Route Tracker PRO,58073088,USD,4.99,1520,4.5,4+,Health & Fitness
The Moron Test 2,17226765,USD,0.99,1801,4,4+,Entertainment
My au,50800640,USD,0,0,0,4+,Utilities
激Jパチスロ 2027,92058431,USD,9.99,0,0,12+,Games
"Montessori Letter Sounds - Phonics in English, Spanish, French, German & Italian",185828352,USD,3.99,41,3.5,4+,Education
⋆Solitaire,49839104,USD,0,106398,4.5,4+,Games
Minecraft: Pocket Edition,147787776,USD,6.99,522012,4.5,9+,Games
Photomontage : PhotoLayers for iPhone,15488000,USD,0.99,67,4.5,4+,Photo & Video
Bejeweled Classic,99593216,USD,0,183259,4.5,4+,Games
Grand Theft Auto III,726392832,USD,4.99,26547,4,17+,Games
iZip Pro - Zip Unzip Unrar Tool,55524352,USD,5.99,378,4,4+,Utilities
DreamZ - Lucid Dreaming. Control your dreams!,46876672,USD,3.99,242,4,4+,Games
TETRIS®,63226880,USD,1.99,8480,4,4+,Games
58同城-招聘找工作兼职租房软件,139967488,USD,0,34,4,17+,Lifestyle
BarcodeReader「ICONIT」,15440896,USD,0,0,0,4+,Productivity
Awesome Calendar - Personal Planner,30700544,USD,9.99,4962,4.5,4+,Productivity
iLearn: US States,118244352,USD,1.99,204,4.5,4+,Education
The Bard's Tale,1807310848,USD,2.99,4746,4.5,12+,Games
Snow Day Calculator,8523776,USD,0.99,160,2.5,4+,Weather
TETRIS® FREE,97248256,USD,0,3383,3.5,4+,Games
Canvas by Instructure,138883072,USD,0,19981,4.5,4+,Education
Ice Rage,71846912,USD,1.99,11190,4.5,4+,Games
英単語ターゲット1900（5訂版）,95936512,USD,4.99,0,0,4+,Education
秒拍-超火爆短视频分享平台,120877056,USD,0,84,4,17+,Photo & Video
Toca Hair Salon - Christmas Gift,40584192,USD,0,8049,4,4+,Education
Pocket Earth PRO Offline Maps & Travel Guides,51828736,USD,4.99,748,4.5,4+,Navigation
Yahoo!防災速報 - 地震や豪雨など災害情報をいち早く通知,36961280,USD,0,0,0,4+,Weather
PolyFrame - All In One Collage Maker,108412928,USD,1.99,219,4,4+,Photo & Video
Roku,46033920,USD,0,16867,4.5,4+,Entertainment
French Belote,42018816,USD,2.99,39,4.5,4+,Games
Deluxe Moon Pro - Moon Phases Calendar,79185920,USD,2.99,3312,5,4+,Weather
Kinectimals,185228498,USD,2.99,1336,4,4+,Games
Santa's Naughty or Nice Scan-O-Matic Free,39937024,USD,0,632,3.5,4+,Entertainment
Video Compressor,12115968,USD,1.99,108,4,4+,Photo & Video
Math Evolve: A Fun Math Game For Kids,161501184,USD,1.99,236,4.5,4+,Education
Intro Designer for iMovie and Youtube,96086016,USD,2.99,1484,4.5,9+,Photo & Video
Jurassic Park: The Game 2 HD,501567488,USD,2.99,341,4,12+,Games
BookShout: Read eBooks & Track Your Reading Goals,106071040,USD,0,879,4,12+,Book
Wars of the Roses - Rosenkönig,305618944,USD,0.99,115,4,4+,Games
PetitLyrics,40871936,USD,0,0,0,4+,Music
Motion Math: Hungry Fish,40546304,USD,2.99,1294,4,4+,Education
270toWin,74190848,USD,0,141,3.5,4+,Education
Quick Scan - QR Code Reader,38498304,USD,0,4783,4.5,4+,Utilities
Tap the Frog,95601664,USD,1.99,4802,5,4+,Games
Ultimate Food Value Diary - Diet & Weight Tracker,45659136,USD,3.99,2618,4.5,4+,Health & Fitness
Akinator the Genie,93021184,USD,1.99,26333,4.5,12+,Entertainment
DoubleDown Casino & Slots  – Vegas Slot Machines!,45689856,USD,0,101599,4,12+,Games
Cytus,1560187904,USD,1.99,7925,5,4+,Games
Dictionary ( قاموس عربي / انجليزي + ودجيت الترجمة),69448704,USD,3.99,1112,4.5,4+,Reference
Weather Underground: Custom Forecast & Local Radar,99829760,USD,0,49192,4.5,4+,Weather
Where is Santa - Santa Tracker,12306432,USD,0.99,92,3.5,4+,Entertainment
Where is Santa Lite - Santa Tracker,14657536,USD,0,1085,4,4+,Entertainment
Halifax Mobile Banking,101190656,USD,0,8,4.5,4+,Finance
Calculator‰,16766976,USD,0,36879,4.5,4+,Utilities
Burn your fat with me!!,149757952,USD,1.99,302,4.5,17+,Health & Fitness
Lep's World Free - platformer games,60937216,USD,0,38075,4.5,4+,Games
国美在线 – 新人免费领200元优惠券,153785344,USD,0,0,0,17+,Shopping
Airport Scanner,226961408,USD,1.99,12701,4.5,12+,Games
Head Soccer,121319424,USD,0,481564,5,4+,Games
Calculator HD,57990144,USD,1.99,1883,4.5,4+,Utilities
Calculator HD Free,68090880,USD,0,14986,4.5,4+,Utilities
Spanish Word Wizard : Spanish Talking Movable Alphabet with Spell Check + Spelling Tests,268300288,USD,2.99,8,3.5,4+,Education
Lep's World Plus - super best platformer games,42897408,USD,0.99,30830,4.5,4+,Games
Vudu - Movies & TV,105972736,USD,0,4052,2,12+,Entertainment
QQ阅读-拥有海量原著小说的电子书阅读器,122721280,USD,0,180,3,17+,Book
Mad Skills BMX,42697029,USD,0.99,2547,4.5,9+,Games
Eventbrite - Local Events & Fun Things To Do Near Me,52518912,USD,0,2353,4,4+,Entertainment
Gumtree Classifieds: Buy & Sell - Local for Sale,101564416,USD,0,72,4,12+,Shopping
Draw Something,84379648,USD,2.99,360974,4.5,4+,Games
Chick-fil-A,96230400,USD,0,5665,3.5,4+,Food & Drink
happn — Dating app — Find and meet your crush,78902272,USD,0,20546,4.5,17+,Lifestyle
Barefoot World Atlas,1629196288,USD,4.99,1161,3.5,4+,Reference
Action Movie FX,142996480,USD,0,101222,4.5,9+,Entertainment
Hatchi - A retro virtual pet,85693440,USD,0.99,14381,4.5,4+,Games
Visage makeup editor plus photo teeth whitener,134016000,USD,0,5767,4,4+,Photo & Video
Baby Monitor 3G,56885248,USD,3.99,658,4.5,4+,Lifestyle
Fingle,58532864,USD,1.99,397,4.5,9+,Games
Fresh Tracks Snowboarding,104357888,USD,0,10107,4.5,4+,Games
A Brief History of the World,143462400,USD,3.99,280,4,4+,Games
iTunes U,55641088,USD,0,15801,4,4+,Education
SPI非言語 【Study Pro】,5866903,USD,2.99,0,0,4+,Education
Visage Lab PRO HD: perfect makeup plus face editor,118072320,USD,4.99,1760,4.5,4+,Photo & Video
HOOP J for Basketball Scores,14016512,USD,6.99,0,0,4+,Sports
LEGO® Juniors Create & Cruise,241110016,USD,0,6152,4,4+,Games
My Sprint Mobile,38004736,USD,0,2238,2,4+,Utilities
BIG WIN Basketball,66056192,USD,0,12669,4,12+,Games
まっぷるリンク - 旅行ガイドを丸ごとアプリで持ち歩き,64250880,USD,0,0,0,4+,Travel
The CW,30552064,USD,0,97368,4.5,12+,Entertainment
Pocket League Story,186905600,USD,4.99,357,4,4+,Games
ABRSM Aural Trainer Grades 1-5,329866240,USD,7.99,0,0,4+,Education
Articulation Station Pro,425919488,USD,59.99,294,4.5,4+,Education
iCalendar,21714944,USD,2.99,2300,4.5,4+,Productivity
iPaint uPaint,3195904,USD,0,29,4.5,4+,Games
Cape Creator for Minecraft,15948800,USD,1.99,718,2.5,4+,Utilities
Jurassic Park: The Game 4 HD,468103168,USD,2.99,256,4,12+,Games
NightShooting,28900352,USD,0,9,2.5,4+,Photo & Video
"Clear – Tasks, Reminders & To-Do Lists",38476800,USD,4.99,7521,4,4+,Productivity
Headspace,121170944,USD,0,12819,5,4+,Health & Fitness
edjing Mix:DJ turntable to remix and scratch music,144888832,USD,0,13580,4.5,4+,Music
Hundreds,45957120,USD,2.99,873,4,4+,Games
MLB.com At Bat,91044864,USD,0,21830,3.5,4+,Sports
Machine World,143887360,USD,1.99,3875,4.5,4+,Games
Adrian James 6 Pack Abs Workout,73519104,USD,2.99,114,4.5,4+,Health & Fitness
Scotland Yard,157572096,USD,3.99,824,4.5,4+,Games
Either,11090944,USD,0.99,89,3,12+,Games
中华万年历-2亿用户首选的日历软件,59154432,USD,0,598,5,12+,Utilities
Highway Rider,169675776,USD,0,164377,4.5,12+,Games
Who Deleted Me? for Facebook,4303262,USD,0.99,118,1.5,4+,Social Networking
"Math Duel - Two Player Split Screen Mathematical Game for Kids and Adults Training - Addition, Subtraction, Multiplication and Division!",16588800,USD,2.99,203,4.5,4+,Education
mememo(ミーメモ)ダイエット〜生理日予測まで女性サポート,83694592,USD,0,7,4,4+,Health & Fitness
"Thermo-Hygrometer (Barometer, Feels Like, THI)",8309760,USD,1.99,1043,4.5,4+,Weather
Jigsaw Puzzle,104091648,USD,0,138726,4.5,4+,Games
Toca House,84990976,USD,2.99,3048,4,4+,Education
Voice Dream Reader,89168896,USD,14.99,1343,4.5,17+,Education
Flight!,64777216,USD,0.99,1411,4.5,4+,Games
Tom's Love Letters,29392896,USD,0,27711,4,4+,Entertainment
Real Fishing 3D Free,184348672,USD,0,5131,4,4+,Games
Guess The Person? HD,40747008,USD,0.99,1227,4.5,4+,Games
Mystery Case Files: 13th Skull HD - A Hidden Object Adventure (Full),882049024,USD,6.99,718,4,9+,Games
"NOAA Snow Forecast - Accurate Winter Weather, Chance of Snowfall & Snowday Prediction",22798336,USD,1.99,743,4.5,4+,Weather
The Simpsons™: Tapped Out,86079488,USD,0,274501,4,12+,Games
VS. Racing 2,58599424,USD,0,20805,4.5,4+,Games
TonalEnergy Chromatic Tuner and Metronome,65954816,USD,3.99,1226,4.5,4+,Music
TETRIS® for iPad,58479616,USD,2.99,3464,4.5,4+,Games
J23 - Jordan Release Dates and History,13518848,USD,1.99,3775,5,4+,Sports
Shoot The Zombirds,134242304,USD,0.99,2007,4.5,9+,Games
Catapult King,210625536,USD,0.99,12799,4.5,9+,Games
ALON Dictaphone - Voice Recorder,37910528,USD,4.99,379,4,4+,Business
My Bowling 3D,176737280,USD,0,5090,4,4+,Games
"FileExplorer Pro - File Manager for Computer, NAS",83620864,USD,4.99,1016,4.5,4+,Utilities
Angry Birds Space,161200128,USD,0,95892,4,4+,Games
Sid Meier's Pirates!,461555595,USD,2.99,1618,4.5,12+,Games
TOEIC®テストリスニング360問,75341824,USD,2.99,0,0,4+,Education
"Ticketmaster - Tickets for Concerts, Sports, Shows",174097408,USD,0,5356,3,4+,Entertainment
FINAL FANTASY TACTICS: THE WAR OF THE LIONS for iPad,656429019,USD,15.99,1992,4.5,9+,Games
仙劍奇俠傳5 - 劍傲丹楓,258815519,USD,2.99,646,4,4+,Games
Clear Vision (17+),37879808,USD,0.99,541693,4.5,17+,Games
▻Solitaire,58882048,USD,0,124618,4.5,4+,Games
"Guitar Suite - Metronome, Tuner, and Chords Library for Guitar, Bass, Ukulele",72814592,USD,2.99,238,4.5,4+,Music
LEGO Harry Potter: Years 5-7,489748292,USD,4.99,5435,4,9+,Games
Angry Birds Space HD,171300864,USD,0,39502,4,4+,Games
OnSong,75674624,USD,24.99,1576,4,4+,Music
美食杰-让吃饭变简单(VIP版),57106432,USD,27.99,1,4,4+,Food & Drink
Regal Cinemas,76895232,USD,0,13257,4.5,4+,Entertainment
RecordOrders,61618176,USD,1.99,41,4,4+,Business
Ski Safari,161255424,USD,0.99,45121,5,4+,Games
Bridge Constructor,145968128,USD,1.99,11187,4.5,4+,Games
"Muscle Premium - Human Anatomy, Kinesiology, Bones",1101865984,USD,19.99,406,4.5,12+,Medical
Louvre HD,125812736,USD,1.99,1129,5,4+,Lifestyle
The Fourth Dimension,9167872,USD,2.99,609,4.5,4+,Education
Ryanair - Cheapest Fares,116411392,USD,0,175,2.5,4+,Travel
猫眼电影 - 一网打尽好电影,99992576,USD,0,101,4.5,4+,Entertainment
Mon compte pour Free Mobile - Conso & Messagerie,19538944,USD,1.99,0,0,4+,Utilities
ジーユー,16457728,USD,0,0,0,17+,Lifestyle
Tank Hero: Laser Wars,23957504,USD,0.99,1418,4.5,9+,Games
Ugly Meter PRO™,12806454,USD,4.99,144,2.5,4+,Entertainment
USA TODAY,96060416,USD,0,61724,3.5,4+,News
CoPilot GPS – Car Navigation & Offline Maps,82534400,USD,0,3582,4,4+,Navigation
Virtual Gastric Band Hypnosis - Lose Weight Fast!,689295360,USD,6.99,53,4.5,4+,Health & Fitness
